ID,name,community,primary_house,region
Erwin_Lannister,Erwin Lannister,2,House_Lannister,Westerlands
Esgred,Esgred,12,,
Essie,Essie,2,House_of_Kisses,
Estermont_(cousin_of_Robert),Estermont (cousin of Robert),4,House_Estermont,Stormlands
Ethan_Glover,Ethan Glover,12,House_Glover,North
Euron_Greyjoy,Euron Greyjoy,8,House_Greyjoy,Iron_Islands
Eustace_(Braavos),Eustace,12,Faith_of_the_Seven,Order
Eustace_(Dance_of_the_Dragons),Eustace,2,Faith_of_the_Seven,Order
Eustace_Brune,Eustace Brune,0,House_Brune_of_the_Dyre_Den,
Eustace_Hightower,Eustace Hightower,9,House_Hightower,Reach
Eustace_Hunter,Eustace Hunter,12,House_Hunter,Vale
Eustace_Osgrey,Eustace Osgrey,1,House_Osgrey,Reach
Ezzara,Ezzara,7,Graces,
Ezzelyno,Ezzelyno,12,R'hllor,
Faezhar_zo_Faez,Faezhar zo Faez,7,House_of_Faez,
Falena_Stokeworth,Falena Stokeworth,2,House_Stokeworth,Crownlands
Falia_Flowers,Falia Flowers,8,House_Hewett,Reach
Falyse_Stokeworth,Falyse Stokeworth,0,House_Stokeworth,Crownlands
Farlen,Farlen,12,House_Stark,North
Lord_Farman_(father_of_Lysa),Lord Farman (father of Lysa),2,House_Farman,Westerlands
Fat_fellow,Fat fellow,12,Faceless_Men,Essos
Fearless_Ithoke,Fearless Ithoke,7,House_of_Loraq,Essos
Lady_Fell,Lady Fell,2,House_Fell,Stormlands
Lord_Fell,Lord Fell,12,House_Fell,Stormlands
Silveraxe_Fell,Silveraxe Fell,12,House_Fell,Stormlands
Fern,Fern,4,,
Ferny,Ferny,12,,
Ferrego_Antaryon,Ferrego Antaryon,12,House_Antaryon,
Ferret,Ferret,1,,
Ferris_Fowler,Ferris Fowler,14,,
Fingers_(ironman),Fingers,8,,
First_King,First King,9,,
Flement_Brax,Flement Brax,4,House_Brax,Westerlands
Florence_Fossoway,Florence Fossoway,9,House_Tyrell,Reach
Lord_Florent,Lord Florent,1,House_Florent,Reach
Florian_the_Fool,Florian the Fool,1,,
Florian_Greysteel,Florian Greysteel,2,House_Mooton,Riverlands
Floris_Baratheon,Floris Baratheon,2,House_Baratheon,Stormlands
Florys_the_Fox,Florys the Fox,14,,
Fogo,Fogo,7,,
Lord_Follard,Lord Follard,2,House_Follard,
Lord_Footly,Lord Footly,2,House_Footly,Reach
Forley_Prester,Forley Prester,4,House_Prester,Westerlands
Forrest_Frey,Forrest Frey,2,House_Frey,Riverlands
Fralegg,Fralegg,8,,
Franklyn_Farman,Franklyn Farman,9,House_Farman,Westerlands
Franklyn_Flowers,Franklyn Flowers,7,Golden_Company,Sellsword
Franklyn_Fowler,Franklyn Fowler,0,House_Fowler,Dorne
Franklyn_Frey,Franklyn Frey,1,House_Frey,Riverlands
Fredo_Rogare,Fredo Rogare,2,House_Rogare,Essos
Frenken,Frenken,0,Citadel,Order
Frenya,Frenya,12,Mance_Rayder,Beyond_the_Wall
Lady_Frey_(wife_of_Ambrose_Butterwell),Lady Frey (wife of Ambrose Butterwell),1,House_Frey,Riverlands
Lord_Frey,Lord Frey,1,House_Frey,Riverlands
Frynne,Frynne,0,House_Martell,Dorne
Fulk_the_Flea,Fulk the Flea,12,Night's_Watch,Order
Gael_Targaryen,Gael Targaryen,9,House_Targaryen,Crownlands
Gaemon_Palehair,Gaemon Palehair,2,House_Targaryen,Crownlands
Gaemon_Targaryen_(son_of_Aenar),Gaemon Targaryen,6,House_Targaryen,Crownlands
Gaemon_Targaryen_(son_of_Jaehaerys_I),Gaemon Targaryen,9,House_Targaryen,Crownlands
Gage,Gage,12,House_Stark,North
Galazza_Galare,Galazza Galare,7,House_of_Galare,
Galbart_Glover,Galbart Glover,4,House_Glover,North
Galeo,Galeo,12,,
Galladon_of_Morne,Galladon of Morne,0,,
Galladon_Tarth,Galladon Tarth,0,House_Tarth,Stormlands
Gallard,Gallard,14,Citadel,Order
Galon_Whitestaff,Galon Whitestaff,8,Drowned_God,
Galt,Galt,0,Stone_Crows,Beyond_the_Wall
Galtry_the_Green,Galtry the Green,1,,
Galyeon_of_Cuy,Galyeon of Cuy,0,,
Gared,Gared,12,Night's_Watch,Order
Gareth_(maester),Gareth,2,Citadel,Order
Gareth_Clifton,Gareth Clifton,0,House_Farman,Westerlands
Gareth_Long,Gareth Long,2,House_Peake,Reach
Gareth_the_Grey,Gareth the Grey,1,,
Gargon_Qoherys,Gargon Qoherys,9,House_Qoherys,
Garibald_Grey,Garibald Grey,2,Blacks,Crownlands
Garibald_of_the_Seven_Stars,Garibald of the Seven Stars,9,Faith_of_the_Seven,Order
Garibald_Shells,Garibald Shells,0,House_Martell,Dorne
Garigus,Garigus,7,Alchemists'_Guild,
Garin_(orphan),Garin,0,House_Martell,Dorne
Garin_the_Great,Garin the Great,0,Rhoynar,
Gariss,Gariss,12,House_Stark,North
Garlan_Tyrell,Garlan Tyrell,0,House_Tyrell,Reach
Garmon_Hightower,Garmon Hightower,9,House_Hightower,Reach
Garmund_Hightower,Garmund Hightower,2,House_Hightower,Reach
Garon_Baratheon,Garon Baratheon,9,House_Baratheon,Stormlands
Garrett_Flowers,Garrett Flowers,0,House_Tyrell,Reach
Garrett_Greenspear,Garrett Greenspear,12,Night's_Watch,Order
Garrett_Paege,Garrett Paege,4,House_Paege,Riverlands
Garrick_Hall,Garrick Hall,2,Blacks,Crownlands
Garrison_Fowler,Garrison Fowler,10,,
Garrison_Prester,Garrison Prester,0,House_Prester,Westerlands
Garse,Garse,5,Night's_Watch,Order
Garse_Flowers,Garse Flowers,0,House_Tyrell,Reach
Garse_VII_Gardener,Garse VII Gardener,9,,
Garse_Goodbrook,Garse Goodbrook,4,House_Goodbrook,Riverlands
Garth_of_Greenaway,Garth of Greenaway,12,Night's_Watch,Order
Garth_the_Gardener,Garth the Gardener,14,,
Garth_VII_Gardener,Garth VII Gardener,14,,
Garth_X_Gardener,Garth X Gardener,14,,
Garth_XI_Gardener,Garth XI Gardener,14,,
Garth_XII_Gardener,Garth XII Gardener,0,,
Garth_Greenfield,Garth Greenfield,4,House_Greenfield,Westerlands
Garth_Greenhand,Garth Greenhand,14,,
Garth_Greyfeather,Garth Greyfeather,12,Night's_Watch,Order
Garth_the_Harelip,Garth the Harelip,2,Blacks,Crownlands
Garth_of_Oldtown,Garth of Oldtown,12,Night's_Watch,Order
Garth_Tyrell,Garth Tyrell,0,House_Tyrell,Reach
Garth_(Wolf's_Den),Garth,5,House_Manderly,North
Gascoyne_of_the_Greenblood,Gascoyne of the Greenblood,0,House_Martell,Dorne
Gavin_the_Trader,Gavin the Trader,12,Mance_Rayder,Beyond_the_Wall
Gawen,Gawen,9,Citadel,Order
Gawen_Corbray,Gawen Corbray,9,House_Corbray,Vale
Gawen_Gardener,Gawen Gardener,9,House_Gardener,Reach
Gawen_Glover,Gawen Glover,8,House_Glover,North
Gawen_Swann,Gawen Swann,1,House_Swann,Stormlands
Gawen_Westerling,Gawen Westerling,4,House_Westerling,Westerlands
Gawen_Wylde,Gawen Wylde,5,House_Wylde,Stormlands
Gedmund_Peake,Gedmund Peake,2,House_Peake,Reach
Gella,Gella,12,House_Borrell,Vale
Gelmarr,Gelmarr,12,House_Greyjoy,Iron_Islands
Gendel,Gendel,12,,
Gendry,Gendry,4,Brotherhood_without_banners,Outlaw
Gendry's_mother,Gendry's mother,12,,
Genna_Lannister,Genna Lannister,4,House_Lannister,Westerlands
George_Graceford,George Graceford,2,House_Graceford,Reach
Gerald_Gower,Gerald Gower,5,House_Gower,
Gerardys,Gerardys,2,Citadel,Order
Geremy_Frey,Geremy Frey,4,House_Frey,Riverlands
Gerion_Lannister,Gerion Lannister,1,House_Lannister,Westerlands
Germund_Botley,Germund Botley,8,House_Botley,Iron_Islands
Gerold_Dayne,Gerold Dayne,0,House_Dayne_of_High_Hermitage,
Gerold_Grafton,Gerold Grafton,0,House_Grafton,Vale
Gerold_Grafton_(king),Gerold Grafton,13,,
Gerold_Hightower,Gerold Hightower,7,House_Hightower,Reach
Gerold_Lannister,Gerold Lannister,1,House_Lannister,Westerlands
Gerold_Templeton,Gerold Templeton,9,House_Templeton,Vale
Gerren,Gerren,4,,
Gerrick_Kingsblood,Gerrick Kingsblood,5,House_Baratheon_of_Dragonstone,Crownlands
Gerrick_Kingsblood's_son,Gerrick Kingsblood's son,12,House_Baratheon_of_Dragonstone,Crownlands
Gerrick_Kingsblood's_eldest_daughter,Gerrick Kingsblood's eldest daughter,5,House_Baratheon_of_Dragonstone,Crownlands
Gerrick_Kingsblood's_second_daughter,Gerrick Kingsblood's second daughter,5,House_Baratheon_of_Dragonstone,Crownlands
Gerrick_Kingsblood's_youngest_daughter,Gerrick Kingsblood's youngest daughter,5,House_Baratheon_of_Dragonstone,Crownlands
Gerris_Drinkwater,Gerris Drinkwater,7,House_Drinkwater,Dorne
Gevin_Harlaw,Gevin Harlaw,12,House_Harlaw,Iron_Islands
Ghael,Ghael,7,,
Ghazdor_zo_Ahlaq,Ghazdor zo Ahlaq,7,House_of_Ahlaq,
Ghost_of_High_Heart,Ghost of High Heart,7,,
Giant_of_the_Trident,Giant of the Trident,9,,
Gilbert_Farring,Gilbert Farring,5,House_Farring,Crownlands
Gillam,Gillam,0,Faith_of_the_Seven,Order
Gilliane_Glover,Gilliane Glover,2,House_Glover,North
Gilly,Gilly,12,,
Gilly's_mother,Gilly's mother,12,,
Gilwood_Hunter,Gilwood Hunter,12,House_Hunter,Vale
Girl_bought_to_please_the_king,Girl bought to please the king,7,,
Gladden_Wylde,Gladden Wylde,0,House_Wylde,Stormlands
Glaive,Glaive,0,Citadel,Order
Glendon_Flowers,Glendon Flowers,1,House_Targaryen,Crownlands
Glendon_Goode,Glendon Goode,2,Blacks,Crownlands
Glendon_Hewett,Glendon Hewett,12,House_Hewett,Reach
Glover_steward,Glover steward,8,House_Glover,North
Goady,Goady,12,Night's_Watch,Order
Goat_boy,Goat boy,7,House_of_Qaggaz,
Godric_Borrell,Godric Borrell,12,House_Borrell,Vale
Godry_Farring,Godry Farring,12,House_Farring,Crownlands
Godwyn,Godwyn,0,House_Lannister,Westerlands
Goghor_the_Giant,Goghor the Giant,7,House_of_Loraq,Essos
Goodwife_(fool),Goodwife,9,House_Targaryen,Crownlands
Goodwin,Goodwin,0,House_Tarth,Stormlands
Goodwyn,Goodwyn,9,Citadel,Order
Goren_Greyjoy,Goren Greyjoy,9,House_Greyjoy,Iron_Islands
Gorghan_of_Old_Ghis,Gorghan of Old Ghis,12,,
Gormon_Massey,Gormon Massey,2,House_Massey,Crownlands
Gormon_Peake,Gormon Peake,1,House_Peake,Reach
Gormon_Tyrell,Gormon Tyrell,0,House_Tyrell,Reach
Gormond_Drumm,Gormond Drumm,8,House_Drumm,Iron_Islands
Gormond_Goodbrother,Gormond Goodbrother,8,House_Goodbrother,Iron_Islands
Gorne,Gorne,12,,
Gorold_Goodbrother,Gorold Goodbrother,8,House_Goodbrother,Iron_Islands
Gorys_Edoryen,Gorys Edoryen,7,Golden_Company,Sellsword
Gorzhak_zo_Eraz,Gorzhak zo Eraz,7,House_of_Eraz,
Gowen_Baratheon,Gowen Baratheon,0,House_Baratheon,Stormlands
Gran_Goodbrother,Gran Goodbrother,8,House_Goodbrother,Iron_Islands
Grance_Morrigen,Grance Morrigen,1,House_Morrigen,Stormlands
Lord_Grandison,Lord Grandison,12,House_Grandison,Stormlands
Gravedigger,Gravedigger,0,Faith_of_the_Seven,Order
Grazdan_(fat_one),Grazdan,7,Good_Masters,
Grazdan_(spiked_beard),Grazdan,7,Good_Masters,
Grazdan_(tall_one),Grazdan,7,Good_Masters,
Grazdan_mo_Eraz,Grazdan mo Eraz,7,House_of_Eraz,
Grazdan_mo_Ullhor,Grazdan mo Ullhor,7,House_of_Ullhor,
Grazdan_zo_Galare,Grazdan zo Galare,7,House_of_Galare,
Grazhar_zo_Galare,Grazhar zo Galare,7,House_of_Galare,
Grazdhan_zo_Rhaezn,Grazdhan zo Rhaezn,7,House_of_Rhaezn,
Great_Walrus,Great Walrus,12,Mance_Rayder,Beyond_the_Wall
Green_Gergen,Green Gergen,4,,
Greenbeard,Greenbeard,4,Brotherhood_without_banners,Outlaw
Gregor_Clegane,Gregor Clegane,0,House_Clegane,Westerlands
Gregor_Goode,Gregor Goode,9,Kingsguard,Order
Grenn,Grenn,12,Night's_Watch,Order
Gretchel,Gretchel,12,House_Arryn,Vale
Grey_King,Grey King,8,,
Grey_Worm,Grey Worm,7,Unsullied,Essos
Greydon_Gardener,Greydon Gardener,10,,
Greydon_Goodbrother,Greydon Goodbrother,8,House_Goodbrother,Iron_Islands
Griffith_Goode,Griffith Goode,9,Kingsguard,Order
Grigg_the_Goat,Grigg the Goat,12,Mance_Rayder,Beyond_the_Wall
Grimtongue,Grimtongue,8,House_Greyjoy,Iron_Islands
Grisel,Grisel,0,House_Baelish,Vale
Grisella,Grisella,12,,
Groleo,Groleo,7,House_Targaryen,Crownlands
Grover_Tully,Grover Tully,2,House_Tully,Riverlands
Grubbs,Grubbs,12,Night's_Watch,Order
Grunt,Grunt,12,House_Bolton,North
Gueren,Gueren,12,Night's_Watch,Order
Gulian,Gulian,4,Citadel,Order
Gulian_Swann,Gulian Swann,0,House_Swann,Stormlands
Guncer_Sunglass,Guncer Sunglass,5,House_Sunglass,Crownlands
Gunthor,Gunthor,0,Stone_Crows,Beyond_the_Wall
Gunthor_Darklyn,Gunthor Darklyn,2,House_Darklyn,Crownlands
Gunthor_Goodbrother,Gunthor Goodbrother,2,House_Goodbrother,Iron_Islands
Gunthor_Hightower,Gunthor Hightower,12,House_Hightower,Reach
Gunthor_Royce,Gunthor Royce,2,House_Royce,Vale
Guthor_Grimm,Guthor Grimm,0,House_Grimm,Reach
Guy_Lothston,Guy Lothston,9,House_Lothston,Riverlands
Guyard_Morrigen,Guyard Morrigen,5,House_Morrigen,Stormlands
Gwayne_Corbray,Gwayne Corbray,1,House_Corbray,Vale
Gwayne_Gaunt,Gwayne Gaunt,7,House_Gaunt,Crownlands
Gwayne_Hightower,Gwayne Hightower,2,House_Hightower,Reach
Gwenys_Rivers,Gwenys Rivers,1,House_Blackwood,Riverlands
Gwin_Goodbrother,Gwin Goodbrother,8,House_Goodbrother,Iron_Islands
Gwynesse_Harlaw,Gwynesse Harlaw,8,House_Harlaw,Iron_Islands
Gwyneth_Yronwood,Gwyneth Yronwood,7,House_Yronwood,Dorne
Gylbert_Farwynd,Gylbert Farwynd,8,House_Farwynd_of_the_Lonely_Light,
Gyldayn,Gyldayn,2,Citadel,Order
Gyleno_Dothare,Gyleno Dothare,12,,
Gyles_Greycloak,Gyles Greycloak,4,Kingsguard,Order
Gyles_Belgrave,Gyles Belgrave,2,Kingsguard,Order
Gyles_Farwynd,Gyles Farwynd,8,House_Farwynd_of_the_Lonely_Light,
Gyles_III_Gardener,Gyles III Gardener,1,,
Gyles_Grafton,Gyles Grafton,0,House_Grafton,Vale
Gyles_Morrigen,Gyles Morrigen,9,House_Morrigen,Stormlands
Gyles_Rosby,Gyles Rosby,0,House_Rosby,Crownlands
Gyles_Yronwood,Gyles Yronwood,2,House_Yronwood,Dorne
Gylo_Rhegan,Gylo Rhegan,7,Long_Lances,Sellsword
Gyloro_Dothare,Gyloro Dothare,12,,
Gynir,Gynir,12,House_Greyjoy,Iron_Islands
Gysella_Goodbrother,Gysella Goodbrother,8,House_Goodbrother,Iron_Islands
Haegon_Blackfyre,Haegon Blackfyre,1,House_Blackfyre,Crownlands
Haereg,Haereg,8,Citadel,Order
Hagen,Hagen,8,,
Hagen's_daughter,Hagen's daughter,8,House_Greyjoy,Iron_Islands
Haggo,Haggo,7,Drogo,Essos
Haggon,Haggon,12,,
Hake,Hake,12,Night's_Watch,Order
Hake_(archmaester),Hake,8,Citadel,Order
Hairy_Hal,Hairy Hal,12,Night's_Watch,Order
Hal_(Hog),Hal,5,House_Baratheon_of_Dragonstone,Crownlands
Halder,Halder,12,Night's_Watch,Order
Haldon,Haldon,7,House_Targaryen,Crownlands
Hali,Hali,12,,
Halleck,Halleck,12,Mance_Rayder,Beyond_the_Wall
Halleck_Hoare,Halleck Hoare,3,,
Hallis_Hornwood,Hallis Hornwood,2,House_Hornwood,North
Hallis_Mollen,Hallis Mollen,12,House_Stark,North
Hallyne,Hallyne,0,Alchemists'_Guild,
Halmon_Paege,Halmon Paege,4,House_Paege,Riverlands
Halys_Hornwood,Halys Hornwood,12,House_Hornwood,North
Hammer,Hammer,7,Second_Sons,Sellsword
Hammer_of_the_Hills,Hammer of the Hills,13,,
Hamish_the_Harper,Hamish the Harper,0,,
Handsome_man,Handsome man,12,Faceless_Men,Essos
Hanna_Harroway,Hanna Harroway,9,House_Harroway,
Harbert,Harbert,5,House_Baratheon,Stormlands
Harbert_Paege,Harbert Paege,1,House_Paege,Riverlands
Hareth_(Mole's_Town),Hareth,12,Night's_Watch,Order
Harghaz,Harghaz,7,,
Six-Toed_Harl,Six-Toed Harl,8,,
Harlan_Grandison,Harlan Grandison,7,House_Grandison,Stormlands
Harlan_Hunter,Harlan Hunter,12,House_Hunter,Vale
Harlan_Hoare,Harlan Hoare,3,House_Hoare,Iron_Islands
Harlan_Tyrell,Harlan Tyrell,9,House_Tyrell,Reach
Harle_the_Handsome,Harle the Handsome,12,Mance_Rayder,Beyond_the_Wall
Harle_the_Huntsman,Harle the Huntsman,12,Mance_Rayder,Beyond_the_Wall
Harlon_Botley,Harlon Botley,8,House_Botley,Iron_Islands
Harlon_Greyjoy,Harlon Greyjoy,8,House_Greyjoy,Iron_Islands
Harma,Harma,12,Mance_Rayder,Beyond_the_Wall
Harmen_Uller,Harmen Uller,0,House_Uller,Dorne
Harmon_Dondarrion,Harmon Dondarrion,9,House_Dondarrion,Stormlands
Harmon_of_the_Reeds,Harmon of the Reeds,2,Blacks,Crownlands
Harmond_Umber,Harmond Umber,5,House_Umber,North
Harmund_Sharp,Harmund Sharp,8,House_Sharp,
Harmune,Harmune,12,Citadel,Order
Harra,Harra,4,House_Whent,Riverlands
Harrag_Hoare,Harrag Hoare,8,,
Harrag_Sharp,Harrag Sharp,12,House_Sharp,
Harrald_Halfdrowned,Harrald Halfdrowned,1,,
Harras_Harlaw,Harras Harlaw,8,House_Harlaw_of_Grey_Garden,
Harras_Hoare,Harras Hoare,8,,
Harren_Botley,Harren Botley,8,House_Botley,Iron_Islands
Harren_Half-Hoare,Harren Half-Hoare,8,,
Harren_Hoare,Harren Hoare,9,,
Harren_the_Red,Harren the Red,9,House_Hoare,Iron_Islands
Harrion_Karstark,Harrion Karstark,4,House_Karstark,North
Harrold_Darke,Harrold Darke,2,Blacks,Crownlands
Harrold_Hardyng,Harrold Hardyng,12,House_Hardyng,Vale
Harrold_Langward,Harrold Langward,9,House_Langward,Crownlands
Harrold_Osgrey,Harrold Osgrey,1,House_Osgrey,Reach
Harrold_Rogers,Harrold Rogers,5,House_Rogers,Stormlands
Harrold_Westerling,Harrold Westerling,9,House_Westerling,Westerlands
Harry_Penny,Harry Penny,2,Blacks,Crownlands
Harry_Rivers,Harry Rivers,4,House_Bracken,Riverlands
Harry_Strickland,Harry Strickland,7,Golden_Company,Sellsword
Harsley,Harsley,4,,
Lord_Harte,Lord Harte,2,Blacks,Crownlands
Harwin,Harwin,4,House_Stark,North
Harwin_Strong,Harwin Strong,2,House_Strong,Riverlands
Harwood_Fell,Harwood Fell,5,House_Fell,Stormlands
Harwood_Stout,Harwood Stout,12,House_Stout,North
Harwyn_Hoare,Harwyn Hoare,3,,
Harwyn_Plumm,Harwyn Plumm,4,House_Plumm,Westerlands
Harys_Cobb,Harys Cobb,5,House_Baratheon_of_Dragonstone,Crownlands
Harys_Haigh,Harys Haigh,4,House_Haigh,Riverlands
Harys_Hogg,Harys Hogg,9,House_Hogg,Crownlands
Harys_Horpe,Harys Horpe,9,House_Horpe,Stormlands
Harys_Swyft,Harys Swyft,0,House_Swyft,Westerlands
Lord_Hayford,Lord Hayford,1,House_Hayford,Crownlands
Lord_Hayford_(Dance),Lord Hayford (Dance),2,House_Hayford,Crownlands
Hayhead,Hayhead,4,House_Stark,North
Hazel_Harte,Hazel Harte,2,House_Velaryon,Crownlands
Hazrak_zo_Loraq,Hazrak zo Loraq,7,House_of_Loraq,Essos
Hazzea,Hazzea,7,,
Hazzea's_father,Hazzea's father,7,,
Helaena_Targaryen,Helaena Targaryen,2,House_Targaryen,Crownlands
Helicent_Uffering,Helicent Uffering,1,House_Uffering,Reach
Helliweg,Helliweg,12,Citadel,Order
Helly,Helly,12,Peach,
Helman_Tallhart,Helman Tallhart,4,House_Tallhart,North
Helya,Helya,8,House_Greyjoy,Iron_Islands
Hendry_Bracken,Hendry Bracken,4,House_Bracken,Riverlands
Henk_the_Helm,Henk the Helm,12,Mance_Rayder,Beyond_the_Wall
Henly_(Maester),Henly,4,Citadel,Order
Henly_(House_Ashford),Henly,1,House_Ashford,
Young_Henly,Young Henly,12,Night's_Watch,Order
Old_Henly,Old Henly,12,Night's_Watch,Order
Henrietta_Woodhull,Henrietta Woodhull,2,House_Woodhull,
Herbert_Bolling,Herbert Bolling,0,House_Bolling,Stormlands
Herman_Rollingford,Herman Rollingford,2,House_Rollingford,Crownlands
Hero,Hero,7,Unsullied,Essos
Herryk,Herryk,12,Citadel,Order
Heward,Heward,12,House_Stark,North
Hibald,Hibald,0,,
High_Lickspittle,High Lickspittle,9,Faith_of_the_Seven,Order
High_Septon_(Aegon_I),High Septon (Aegon I),9,Faith_of_the_Seven,Order
High_Septon_(Aegon_III),High Septon (Aegon III),2,Faith_of_the_Seven,Order
High_Septon_(Aegon_V),High Septon (Aegon V),7,Faith_of_the_Seven,Order
High_Septon_(Aegon's_Conquest),High Septon (Aegon's Conquest),9,Faith_of_the_Seven,Order
High_Septon_(Aenys_I),High Septon (Aenys I),9,Faith_of_the_Seven,Order
High_Septon_(Aerys_II),High Septon (Aerys II),7,Faith_of_the_Seven,Order
High_Septon_(Baelor_I),High Septon (Baelor I),1,Faith_of_the_Seven,Order
High_Septon_(brother_of_Donnel_Hightower),High Septon (brother of Donnel Hightower),9,House_Hightower,Reach
High_Septon_(child),High Septon (child),1,Faith_of_the_Seven,Order
High_Septon_(Daeron_II),High Septon (Daeron II),1,Faith_of_the_Seven,Order
High_Septon_(Dance_of_the_Dragons),High Septon (Dance of the Dragons),2,Faith_of_the_Seven,Order
High_Septon_(fat_one),High Septon (fat one),0,Faith_of_the_Seven,Order
High_Septon_(Maekar_I),High Septon (Maekar I),1,Faith_of_the_Seven,Order
High_Septon_(Regency_of_Aegon_III),High Septon (Regency of Aegon III),2,Faith_of_the_Seven,Order
High_Septon_(stonemason),High Septon (stonemason),1,Faith_of_the_Seven,Order
High_Septon_(Tyrion's),High Septon (Tyrion's),0,Faith_of_the_Seven,Order
High_Sparrow,High Sparrow,0,Faith_of_the_Seven,Order
Lord_Hightower,Lord Hightower,2,House_Hightower,Reach
Hildy,Hildy,4,,
Hilmar_Drumm,Hilmar Drumm,8,House_Drumm,Iron_Islands
Hizdahr_zo_Loraq,Hizdahr zo Loraq,7,,
Lord_Commander_Hoare,Lord Commander Hoare,3,House_Hoare,Iron_Islands
Hoarfrost_Umber,Hoarfrost Umber,12,House_Umber,North
Hobb,Hobb,12,Night's_Watch,Order
Hobb_the_Hewer,Hobb the Hewer,2,,
Hobber_Redwyne,Hobber Redwyne,0,House_Redwyne,Reach
Hobert_Hightower,Hobert Hightower,2,House_Hightower,Reach
Hod,Hod,4,,
Hodor,Hodor,12,House_Stark,North
Hoke,Hoke,4,House_Lannister,Westerlands
Hollis_Teague,Hollis Teague,3,,
Holly,Holly,12,Mance_Rayder,Beyond_the_Wall
Hooded_man,Hooded man,12,,
Hop-Bean,Hop-Bean,0,,
Hop-Robin,Hop-Robin,12,Night's_Watch,Order
Horas_Harroway,Horas Harroway,9,House_Harroway,
Horas_Redwyne,Horas Redwyne,0,House_Redwyne,Reach
Horgan_Hoare,Horgan Hoare,8,,
Horned_Lord,Horned Lord,12,,
Horonno,Horonno,0,Tigers_(Volantis),
Horton_Redfort,Horton Redfort,12,House_Redfort,Vale
Horys_Hill,Horys Hill,9,Faith_of_the_Seven,Order
Hosman_Norcross,Hosman Norcross,5,House_Norcross,Reach
Hosteen_Frey,Hosteen Frey,4,House_Frey,Riverlands
Hoster_Blackwood,Hoster Blackwood,4,House_Blackwood,Riverlands
Hoster_Tully,Hoster Tully,4,House_Tully,Riverlands
Hot_Pie,Hot Pie,4,,
Hother_Umber,Hother Umber,12,House_Umber,North
Hotho_Harlaw,Hotho Harlaw,8,House_Harlaw_of_the_Tower_of_Glimmering,
Hotho_Harlaw's_daughter,Hotho Harlaw's daughter,8,House_Harlaw_of_the_Tower_of_Glimmering,
House_of_the_Undying_servitor,House of the Undying servitor,7,Undying_Ones,
Howard_Bullock,Howard Bullock,9,House_Targaryen,Crownlands
Howd_Wanderer,Howd Wanderer,12,Mance_Rayder,Beyond_the_Wall
Howland_Reed,Howland Reed,12,House_Reed,North
Hubard_Rambton,Hubard Rambton,5,House_Rambton,Crownlands
Hubert_Arryn,Hubert Arryn,9,House_Arryn,Vale
Hugh,Hugh,0,House_Arryn,Vale
Hugh_Beesbury,Hugh Beesbury,0,House_Beesbury,Reach
Hugh_Grandison,Hugh Grandison,0,House_Grandison,Stormlands
Hugh_Clifton,Hugh Clifton,0,House_Tyrell,Reach
Hugh_Hammer,Hugh Hammer,2,Blacks,Crownlands
Hugh_Hungerford,Hugh Hungerford,7,Windblown,Sellsword
Hugo_Vance,Hugo Vance,4,House_Vance_of_Atranta,
Hugo_Vance_(lord),Hugo Vance,2,Blacks,Crownlands
Hugo_Wull,Hugo Wull,12,House_Wull,North
Hugor_of_the_Hill,Hugor of the Hill,0,,
Hukko,Hukko,0,,
Hullen,Hullen,12,House_Stark,North
Humfrey_Beesbury,Humfrey Beesbury,1,House_Beesbury,Reach
Humfrey_Bracken,Humfrey Bracken,2,House_Bracken,Riverlands
Humfrey_Clifton,Humfrey Clifton,5,House_Baratheon_of_Dragonstone,Crownlands
Humfrey_Hardyng,Humfrey Hardyng,1,House_Hardyng,Vale
Humfrey_Hewett,Humfrey Hewett,8,House_Hewett,Reach
Humfrey_Hightower,Humfrey Hightower,7,House_Hightower,Reach
Humfrey_Lefford,Humfrey Lefford,2,House_Lefford,Westerlands
Humfrey_Stone,Humfrey Stone,7,Golden_Company,Sellsword
Humfrey_Swyft,Humfrey Swyft,4,House_Swyft,Westerlands
Humfrey_I_Teague,Humfrey I Teague,3,,
Humfrey_II_Teague,Humfrey II Teague,3,,
Humfrey_the_Mummer,Humfrey the Mummer,9,Kingsguard,Order
Humfrey_Wagstaff,Humfrey Wagstaff,0,House_Wagstaff,Stormlands
Humfrey_Waters,Humfrey Waters,0,City_Watch_of_King's_Landing,
Hunchbacked_septon,Hunchbacked septon,1,Faith_of_the_Seven,Order
Hunnimore,Hunnimore,2,Citadel,Order
Husband,Husband,4,Brotherhood_without_banners,Outlaw
Hyle_Hunt,Hyle Hunt,0,House_Tarly,Reach
Iggo,Iggo,4,Brave_Companions,Sellsword
Illifer,Illifer,0,,
Illyrio_Mopatis,Illyrio Mopatis,7,House_Targaryen,Crownlands
Illyrio_Mopatis's_first_wife,Illyrio Mopatis's first wife,7,House_Targaryen,Crownlands
Ilyn_Payne,Ilyn Payne,0,House_Payne,Westerlands
Imry_Florent,Imry Florent,5,House_Florent,Reach
Ironbelly,Ironbelly,0,,
Irri,Irri,7,Drogo,Essos
Isembard_Arryn,Isembard Arryn,2,House_Arryn_of_Gulltown,
Ithoke,Ithoke,7,House_of_Loraq,Essos
Izembaro,Izembaro,12,The_Gate,
